<META>
author:Youppie Arliansyah
email:youppie@gmail.com
tanggal_dibuat:2010-11-17
nama_file:wilayah.txt
deskripsi:Data Wilayah (Propinsi, Kabupaten, Kecamatan) Indonesia, sumber data diambil dari sumbangan Wida Sari dari file group ID-PHP
kegunaan:Demo
lokasi:data/wilayah.txt
primary_key:kode_wilayah
sifat_tabel:master;hirarki
91.04.08.2021;
91.04.08.2022;
91.04.08.2023;
91.04.08.2024;
91.04.08.2025;
91.04.08.2026;
91.04.08.2027;
91.04.08.2028;
91.04.08.2029;
91.04.08.2030;
91.04.08.2031;
91.04.08.2032;
91.04.08.2033;
91.04.08.2034;
91.04.08.2035;
91.04.08.2036;
91.04.08.2037;
91.04.08.2038;
91.04.08.2039;
91.04.08.2040;
74.04.07.2006;MATAWINE
74.04.07.1007;LAKUDO
74.04.07.1008;WANEPA-NEPO
74.04.07.2009;NEPA MEKAR
74.04.07.1010;BONEOGE
74.04.07.2011;MADONGKA
74.04.07.2012;WARA
74.04.08.2001;BANTEA
74.04.08.2002;LAKAPERA
74.04.08.2003;WALANDO
74.04.08.1004;WATULEA
74.04.08.1005;BAMBONAWULU
74.04.08.2006;WALIKO
74.04.08.2007;WAKE KEA
74.04.08.2008;RAHIA
74.04.08.2009;WADIABERO
74.04.08.2010;KOLOWA
74.04.08.2011;BARUTA LESTARI
74.04.08.2012;TOLANDONA
74.04.08.2013;DODA BAHARI
74.04.08.2014;BARUTA 
74.04.08.2015;BARUTA ANALALAKI
74.04.09.2001;LAWELA
74.04.09.1002;BUSOA
74.04.09.1003;LAOMPO
74.04.09.1004;MASIRI
74.04.09.1005;MAJAPAHIT
74.04.09.2006;BOLA
74.04.09.2007;POOGALAMPA
74.04.10.2001;BANGUN
74.04.10.2002;WAWOANGI 
74.04.10.1003;KATILOMBU
74.04.10.1004;JAYA BAKTI
74.04.10.1005;TODOMBULU
74.04.10.2006;GUNUNG SEJUK
74.04.10.2007;SANDANG PANGAN
74.04.10.2008;HENDEA
74.04.10.2009;TIRA
74.04.10.2010;BAHARI
74.04.10.2011;LAPANDEWA MAKMUR
74.04.10.2012;GERAK MAKMUR
74.04.10.2013;GAYA BARU
74.04.10.2014;BURANGASI RUMBIA
74.04.10.2015;BURANGASI 
74.04.10.2016;LAPANDEWA KAINDEA
74.04.10.2017;LAPANDEWA
74.04.11.2001;WAKAOKILI
74.04.11.2002;WAANGU ANGU
74.04.11.2003;WARINTA
74.04.11.2004;LAPODI
74.04.11.1005;WASAGA
74.04.11.1006;KAHULUNGAYA
74.04.11.2007;KANCINAA
74.04.11.2008;WINNING
74.04.11.2009;KAUMBU
74.04.11.2010;WOLOWA
74.04.11.2011;MATAWIA
74.04.11.2012;WOLOWA BARU
91.04.08.2041;
91.04.08.2042;
91.04.08.2043;
91.04.08.2044;
91.04.08.2045;
91.04.08.2046;
91.04.08.2047;
91.04.08.2048;
91.04.08.2049;
91.04.08.2050;
91.04.08.2051;
91.04.08.2052;
91.04.08.2053;
91.04.08.2054;
91.04.08.2055;
91.04.08.2056;
91.04.08.2057;
91.04.08.2058;
91.04.08.2059;
91.04.08.2060;
91.04.08.2061;
91.04.08.2062;
91.04.08.2063;
91.04.08.2064;
91.04.08.2065;
91.04.08.2066;
91.04.08.2067;
91.04.08.2068;
91.04.08.2069;
91.04.08.2070;
91.04.08.2071;
91.04.08.2072;
91.04.08.2073;
91.04.08.2074;
91.04.08.2075;
91.04.08.2076;
91.04.08.2077;
91.04.08.2078;
91.04.08.2079;
91.04.09.2001;APOGOMAKIDA
91.04.09.2002;SUKIKAI
91.04.09.2003;DENIODE
91.04.09.2004;YEGI YEPA
91.04.09.2005;IDEDUA
91.04.09.2006;UNITO
91.04.09.2007;IYARO
91.04.09.2008;KEGATA
91.04.09.2009;EGIPA
91.04.09.2010;UKAGU
91.04.09.2011;TIPAUGI
91.04.09.2012;WIGOUMAKIDA
91.04.10.2001;SIRIWO
91.04.10.2002;AIBORE
91.04.10.2003;EPOMANI
91.04.10.2004;TIBAI
91.04.10.2005;MOBOU
91.04.10.2006;UGIDA
91.05.01.1001;DANAWERlA
91.05.01.1003;FAK FAK SELATAN
91.05.01.1004;FAK FAK UTARA
91.05.01.1005;WAGOM
91.05.01.2002;PASIR PUTIH
91.05.01.2006;DULANPOKPOK
91.05.01.2007;KATEMBA
74.04.11.2013;WASUEMBA
74.04.11.2014;WABULA
74.04.11.2015;WASAMPELA
74.04.11.2016;HOLIMOMBO 
74.04.11.2017;HOLIMOMBO JAYA
74.04.11.2018;KONDOWA
74.04.11.2019;DONGKALA
74.04.11.2020;WAGOLA
74.04.11.2021;LAPANDA
74.04.11.1022;TAKIMPO
74.04.11.1023;AWAINULU
74.04.11.2024;LABURUNCI
74.04.11.2025;BANABUNGI
74.04.11.1026;KAMBULABULANA
74.04.11.1027;PASARWAJO
74.04.11.1028;SARAGI
74.04.18.2001;KOKOE
74.04.18.2002;TALAGA BESAR
74.04.18.2003;TALAGA DUA
74.04.18.2004;TALAGA SATU
74.04.19.2001;WAONU
74.04.19.2002;KAOPE
74.04.19.2003;UWEMAASI
74.04.19.2004;LIPU
74.04.19.2005;KAPOA
74.04.19.2006;BANABUNGI
74.04.20.2001;MOLONA
74.04.20.2002;MBANUA
74.04.20.2003;LALOLE
74.04.20.2004;WATUAMPARA
74.04.20.2005;BIWINAPADA
74.04.20.2006;KAIMBULAWA
74.04.20.2007;WAKINAMBORO
74.04.20.2008;TONGALI
74.04.21.2001;BATU ATAS LIWU
74.04.21.2002;BATU ATAS BARAT 
74.04.21.2003;WANCUALA
74.04.21.2004;BATU ATAS TIMUR
74.04.21.2005;TOLANDO 
74.04.22.2001;BARANGKA
74.04.22.2002;WAKALAMBE
74.04.22.2003;BONEATIRO
74.04.22.2004;LAMBUSANGO
74.04.22.1005;WATUMOTOBE
74.04.22.1006;WAKANGKA
74.04.22.2007;TODANGA
74.04.22.2008;TUANGILA
74.04.22.2009;WAONDO WOLIO
74.04.22.2010;BUKIT ASRI
74.04.23.2001;KAKENAUWE
74.04.23.2002;WAOLEONA
74.04.23.2003;LAWELE
74.04.23.2004;SUANDALA
74.04.23.1005;KAMARU
74.04.23.2006;LASEMBANGI
74.04.23.2007;BONELALO
74.04.23.2008;WASUAMBA
74.04.24.2001;WALOMPO
91.05.01.2008;KAYU MERAH
91.05.01.2009;AIR BERSIH
91.05.01.2010;KANANTARE
91.05.01.2011;BRONG KENDIK
91.05.01.2012;RADURIA
91.05.01.2013;NEMEWI KARYA
91.05.01.2014;SEKRU
91.05.01.2015;TOREA 
91.05.01.2016;GEWERPE
91.05.01.2017;MANDOPMA
91.05.01.2018;TANAMA 
91.05.01.2019;SEKBAN
91.05.01.2020;KAPURTUTIN
91.05.02.1003;KOKAS KOTA
91.05.02.2001;RUMBATI
91.05.02.2002;TELUK PATTIPI
91.05.02.2004;MADONI
91.05.02.2005;PIKPIK
91.05.02.2006;PASAR PANJANG /KAYUNI
91.05.02.2007;GORAS
91.05.02.2008;ARGUNI
91.05.02.2009;SALAKITI
91.05.02.2010;TAWAR
91.05.02.2011;WERSAPATA
91.05.02.2012;S U M
91.05.02.2013;T E T A R
91.05.02.2014;D E G E N
91.05.02.2015;T I M A R
91.05.02.2016;OFIE
91.05.02.2017;PUAR
91.05.02.2018;ADORA US
91.05.02.2019;SEKAR
91.05.02.2020;UGAR
91.05.02.2021;S I S I R
91.05.02.2022;KAMPUNG BARU
91.05.02.2023;PATIMBURAK
91.05.02.2024;BATUFIAFAS
91.05.02.2025;KINAM
91.05.02.2026;MAMBUNIBUNI
91.05.02.2027;WAGAB
91.05.02.2028;KWAMKWAMUR
91.05.02.2029;BAHBADAN
91.05.02.2030;NEMBUKTEP
91.05.02.2031;MAMUR
91.05.02.2032;KRAMAMONGGA
91.05.02.2033;GEWEB / WARPEPER
91.05.02.2034;KWAGAS
91.05.02.2035;HOMER KOKWA
91.05.02.2036;RANGKENDEK
91.05.02.2037;KABURBUR
91.05.02.2038;UBADARI
91.05.02.2039;OTOWERI
91.05.02.2040;DAREMBANG
91.05.02.2041;ANDAMATA
91.05.02.2042;FIOR
91.05.02.2043;FURIR
91.05.02.2044;BlMAJAYA
91.05.02.2045;WARISA MULYA
91.05.03.2001;WERBA
74.04.24.2002;MATANAUWE
74.04.24.2003;SAMPUABALO
74.04.24.2004;KURAA
74.04.24.2005;KUMBEWAHA
74.04.24.2006;AMBUAU INDAH
74.04.24.2007;KINAPANI MAKMUR
74.04.24.2008;MOPANO
74.04.24.2009;UMALAOGE
74.04.24.2010;LASALIMU
74.04.24.2011;WAJAH JAYA
74.04.24.2012;SIOTAPINA
74.04.24.2013;SIOMANURU
74.04.24.2014;SUMBER SARI
74.04.24.2015;LABUANDIRI
74.05.01.1001;RANOMEETO
74.05.01.2002;ONEWILA
74.05.01.2003;AMOKUNI
74.05.01.2004;BORO-BORO   R
74.05.01.2005;RAMBU RAMBU JAYA
74.05.01.2006;SINDANG KASIH
74.05.01.2007;JATI BALI
74.05.01.2008;AMOITO
74.05.01.2009;LAIKANDONGA
74.05.01.2010;BORO-BORO  L
74.05.01.2011;OPAASI
74.05.01.2012;LAMERURU
74.05.01.2013;AMBEKO
74.05.01.2014;AMBAIPUA
74.05.01.2015;RANOOHA
74.05.01.2016;LANGGEA
74.05.01.2017;KOTA BANGUN
74.05.01.2018;TUNDUNO
74.05.02.1001;KONDA
74.05.02.2002;PUOSU JAYA
74.05.02.2003;LAMOMEA
74.05.02.2004;ALEBO
74.05.02.2005;MOROME
74.05.02.2006;LEBO JAYA
74.05.02.2007;LAMBUSA
74.05.02.2008;PAMBULAA JAYA
74.05.02.2009;AMBOLOLI
74.05.02.2010;TANEA
74.05.02.2011;MASAGENA
74.05.02.2012;CIALAM JAYA
74.05.02.2013;WONUA
74.05.02.2014;LAWOILA
74.05.02.2015;WOLASI
74.05.02.2016;AOMA
74.05.02.2017;AMOITO JAYA
74.05.02.2018;LELEKAA
74.05.02.2019;LALOWIU
74.05.02.2020;AMOHALO
74.05.03.1001;LAPUKO
74.05.03.2002;PUASANA
74.05.03.2003;LALOWARU
74.05.03.2004;TANJUNG TIRAM
74.05.03.2005;WAWATU
74.05.03.2006;SANGGULA
91.05.03.2002;KIAT
91.05.03.2003;PURWASAK
91.05.03.2004;WERPIGAN
91.05.03.2005;WERABUAN
91.05.03.2006;SIBORU
91.05.03.2007;SIPATNANAM
91.05.04.2001;TUNAS GAIN
91.05.04.2002;ANTALISA
91.05.04.2003;FAUKIA
91.05.04.2004;T A R A K
91.05.04.2005;TUBIRWASAK
91.05.04.2006;MAS
91.05.04.2007;URAT 
91.05.04.2008;SANGGRAM
91.05.04.2009;WASERAT
91.05.04.2010;WAMBRAR 
91.05.04.2011;KOTAM 
91.05.04.2012;KWAMA 
91.05.04.2013;WIYATI
91.05.04.2014;W E R I
91.05.04.2015;KALAMANUK
91.05.04.2016;TANJUNG PURKADI
91.06.01.2001;MAKBON
91.06.01.2002;ASBAKEN
91.06.01.2003;KLAYILI
91.06.01.2004;MALAUMKART A
91.06.01.2005;BATU LUBANG
91.06.01.2006;MALADOFOK
91.06.01.2007;BATU LUBANG PANTAI
91.06.01.2008;KWADAS
91.06.01.2009;BAINKETE
91.06.02.2001;MEGA
91.06.02.2002;DELA
91.06.02.2003;METNAYAM 
91.06.02.2004;SALEWOK
91.06.02.2005;SELEKOBO
91.06.02.2006;SIWIS
91.06.02.2007;SAENGKEDUK
91.06.02.2008;MALAWORSAI
91.06.02.2009;DASARI
91.06.02.2010;SUMBEKAS
91.06.03.2001;SAUSAPOR
91.06.03.2002;KWOOR
91.06.03.2003;WAMANDI
91.06.03.2004;B E R U R
91.06.03.2005;WERUR BESAR
91.06.03.2006;HOPMARIE
91.06.03.2007;B A U M
91.06.03.2008;BAMUSWAIMAN
91.06.03.2009;SYUJAK
91.06.03.2010;JABOUW
91.06.03.2011;B I K A R
91.06.04.2001;K L A B R A
91.06.04.2002;WANURIAN
91.06.04.2003;B U C K
91.06.04.2004;INDIWI
91.06.04.2005;W I L T I
91.06.04.2006;KLABOT
91.06.04.2007;T A R S A
74.05.03.2007;LOMBUEA
74.05.03.2008;MEKAR JAYA
74.05.03.2009;LAMOKULA
74.05.03.2010;AMOHOLA
74.05.03.2011;TAMBOSUPA
74.05.03.2012;MARGA CINTA
74.05.03.2013;MORAMO
74.05.03.2014;BAKUTARA
74.05.03.2015;LAKOMEA
74.05.03.2016;LANDIPO
74.05.03.2017;LAMBOO
74.05.03.2018;PUDARIA JAYA
74.05.03.2019;SUMBER SARI
74.05.03.2020;ULU SENA
74.05.03.2021;PENAMBEA BARATA
74.05.03.2022;WOWOSUNGGU
74.05.04.2001;LABUAN BEROPA
74.05.04.2002;TAMBOLOSU
74.05.04.2003;WORU WORU
74.05.04.2004;TAMBEANGA
74.05.04.2005;LABOTAONE
74.05.04.2006;BATU JAYA
74.05.04.2007;NAMU
74.05.04.2008;MALARINGGI
74.05.04.2009;TUE TUE
74.05.04.2010;SANGI SANGI
74.05.04.2011;ULU SAWA
74.05.04.2012;LAWISATA
74.05.04.2013;KONDONO
74.05.04.2014;PEO INDAH
74.05.04.2015;PUUDIRANGGA
74.05.04.2016;CEMPEDAK
74.05.04.2017;LAONTI
74.05.05.2001;KOLONO
74.05.05.2002;SAWA
74.05.05.2003;LANGGOWALA
74.05.05.2004;WAWORANO
74.05.05.2005;MATANDAHI
74.05.05.2006;PUUPI
74.05.05.2007;MATAIWOI
74.05.05.2008;TIRAOSU
74.05.05.2009;MONDOE JAYA
74.05.05.2010;ULUSENA JAYA
74.05.05.2011;LAMOTAU
74.05.05.2012;AWUNIO
74.05.05.2013;MELETUMBO
74.05.05.2014;RODA
74.05.05.2015;LAMBANGI
74.05.05.2016;LAMAPU
74.05.05.2017;RUMBA RUMBA
74.05.05.2018;TUMBU TUMBU JAYA
74.05.05.2019;NGAPAWALI
74.05.05.2020;BATU PUTIH
74.05.05.2021;RAMBU RAMBU
74.05.05.2022;AMPERA
74.05.05.2023;AMOLENGU
74.05.05.2024;LANGGAPULU
74.05.06.1001;PUNGGALUKU
91.06.04.2008;D I S F R A
91.06.04.2009;KLARION
91.06.04.2010;HOBARD
91.06.04.2011;KAAS
91.06.05.2001;KATIM
91.06.05.2002;A R A R
91.06.05.2003;MAKBUSUM
91.06.05.2004;MAKBALIM
91.06.05.2005;YEFLIO
91.06.05.2006;MAJENER
91.06.05.2007;MAJARAN
91.06.05.2008;MAKOTYAMSA
91.06.05.2009;MATAWOLOT
91.06.05.2010;KLASARI
91.06.05.2011;W A L A L
91.06.05.2012;M A L A U S
91.06.05.2013;KLAFDALIM
91.06.05.2014;KLAFORO
91.06.05.2015;KLASOF
91.06.05.2016;KLAIM
91.06.05.2017;MINJIMUR
91.06.06.2001;S E G E T
91.06.06.2002;W A L I A M
91.06.06.2003;SAILOLOF
91.06.06.2004;M A L A B A N
91.06.06.2005;K A S I M
91.06.06.2006;DURIANKARI
91.06.06.2007;KATIOF
91.06.06.2008;KLASEGON
91.06.06.2009;WAJIN
91.06.06.2010;KASIMLE
91.06.07.1001;AIMAS
91.06.07.2002;MALA WILI 
91.06.07.2003;MALA WELE
91.06.07.2004;KLAMALU 
91.06.07.2005;MARlYAI
91.06.07.2006;MARIAT PANTAI
91.06.07.2007;KLALIM   II
91.06.07.2008;ADUWEY
91.06.07.2009;ATKARI
91.06.07.2010;MAGEI
91.06.07.2011;B I G A
91.06.07.2012;GAMTA
91.06.07.2013;YELLU
91.06.07.2014;HARAPAN JAYA
91.06.07.2015;FOLLEY
91.06.07.2016;MEOS KAPAL
91.06.07.2017;PULAU TIKUS
91.06.07.2018;DIBALAL
91.06.07.2019;TOLOBI
91.06.07.2020;KAPUTJUI
91.06.07.2021;USAHA JAYA
91.06.07.2022;SATO KURANA
91.06.08.2001;KLAWANA
91.06.08.2002;KLAMONO
91.06.08.2003;WARIYAU
91.06.08.2004;KLARNUGUN
91.06.08.2005;MIASIGIT
91.06.08.2006;KLAGULU
74.05.06.1002;AMBALODANGGE
74.05.06.2003;AEPODU
74.05.06.2004;RAMBU-RAMBU
74.05.06.2005;OMBU-OMBU JAYA
74.05.06.2006;LAMONG JAYA
74.05.06.2007;LEREPAKO
74.05.06.2008;AMBESEA
74.05.06.2009;LAEA
74.05.06.2010;LABOKEO
74.05.06.2011;LALONGGOMBU
74.05.06.2012;TOROBULU
74.05.06.2013;WATUMEETO
74.05.06.2014;PAMANDATI
74.05.06.2015;PANGAN JAYA
74.05.06.2016;ANDUNA
74.05.06.2017;AMBAKUMINA
74.05.06.2018;LAMBAKARA
74.05.06.2019;ANGGOROBOTI
74.05.06.2020;AOROO
74.05.06.2021;KAINDI
74.05.06.2022;MATABUBU JAYA
74.05.06.2023;WONUAKONGGA
74.05.06.2024;LAINEA
74.05.06.2025;MOLINESE
74.05.06.2026;POLEWALI
74.05.06.2027;BANGUN JAYA
74.05.07.1001;PALANGGA
74.05.07.2002;AMONDA
74.05.07.2003;AOSOLE
74.05.07.2004;AMASARA
74.05.07.2005;ANGGONDARA
74.05.07.2006;BAITO
74.05.07.2007;EEWA
74.05.07.2008;KIAEA
74.05.07.2009;LAKARA
74.05.07.2010;MATABUBU
74.05.07.2011;MEKAR SARI
74.05.07.2012;MEKAR JAYA
74.05.07.2013;ONEMBUTE
74.05.07.2014;PARASI
74.05.07.2015;SAMBAHULE
74.05.07.2016;TOLIHE
74.05.07.2017;ULULAKARA
74.05.07.2018;WAWORAHA
74.05.07.2019;WATUMEREMBE
74.05.07.2020;WATUMBOHOTI
74.05.07.2021;WANUARAYA
74.05.07.2022;WAWOURU
74.05.07.2023;WAWOWONUA
74.05.07.2024;WATURAPA
74.05.07.2025;ALAKAYA
74.05.07.2026;KOEONO
74.05.07.2027;LALOWUA
74.05.07.2028;MONDOE
74.05.07.2029;WAWONGGURA
74.05.08.1001;TINANGGEA
74.05.08.1002;NGAPAAH
74.05.08.2003;LAPOA
91.06.09.2001;F  E  F
91.06.09.2002;A S E S
91.06.09.2003;WAYO
91.06.09.2004;SIAKWA
91.06.09.2005;REVEWES
91.06.09.2006;BAMUSBAMA
91.06.09.2007;BAUN
91.06.09.2008;TABAN SERE
91.06.10.2001;SAYOSA
91.06.10.2002;SALUK
91.06.10.2003;SAILALA
91.06.10.2004;SUWELALA
91.06.10.2005;KLATIN
91.06.11.2001;W  A  U
91.06.11.2002;WARMANDI
91.06.11.2003;WAIBEN
91.06.11.2004;SAUBEBA
91.06.12.2001;SEGUN
91.06.12.2002;GISIM
91.06.12.2003;WAIMON
91.06.12.2004;MAJEMAU
91.07.01.1003;MANOKWARI BARAT
91.07.01.1004;AMBAN
91.07.01.1005;PASIR PUTIH
91.07.01.1006;MANOKWARI TIMUR
91.07.01.1007;S O W I
91.07.01.1027;SANGGENG
91.07.01.1028;WOSI
91.07.01.1029;PADARNI
91.07.01.1030;ANDAY
91.07.01.2001;TESTEGA
91.07.01.2002;YOM    I
91.07.01.2008;WARKAPI
91.07.01.2009;MANDOPI
91.07.01.2010;MUBRI
91.07.01.2011;YOM    II
91.07.01.2012;IMHASUMA
91.07.01.2013;MUPI
91.07.01.2014;MEIDODGA
91.07.01.2015;TELUK MUBRI
91.07.01.2016;MEYES
91.07.01.2017;DEMOURA
91.07.01.2018;MORUMFEYI
91.07.01.2019;BREMI
91.07.01.2020;SAUBEBA
91.07.01.2021;PAMI
91.07.01.2022;WARBEFOR
91.07.01.2023;INGGAMUI
91.07.01.2024;ASAI
91.07.01.2025;INYA
91.07.01.2026;AIPIRI
91.07.01.2031;WEDONI
91.07.01.2032;WARMARWAI
91.07.01.2033;WARAMI
91.07.01.2034;REMBUY 
91.07.01.2035;UKEMBOUSY
91.07.01.2036;MANSINAM
91.07.01.2037;CUJEP
91.07.01.2038;HANGHOUW
91.07.01.2039;IMBOITI
74.05.08.2004;LAMBODI JAYA
74.05.08.2005;ATARI JAYA
74.05.08.2006;ASINGI
74.05.08.2007;WATUMELEWE
74.05.08.2008;MOKUPA JAYA
74.05.08.2009;WADONGGO
74.05.08.2010;BUNGIN PERMAI
74.05.08.2011;LAMBANDIA
74.05.08.2012;ATARI INDAH
74.05.08.2013;KAPUWILA
74.05.08.2014;PALOTAWO
74.05.08.2015;PUUNANGGA
74.05.08.2016;TETEINEA JAYA
74.05.08.2017;PUUREMA SUBUR
74.05.08.2018;LELEMBU JAYA
74.05.08.2019;LALONGGASU
74.05.08.2020;MOOLO INDAH
74.05.08.2021;TELUTU JAYA
74.05.08.2022;SUKA MUKTI
74.05.08.2023;TOROKEKU
74.05.08.2024;LAPULU
74.05.08.2025;POTUHO
74.05.08.2026;MONDOKE
74.05.08.2027;RORAYA
74.05.08.2028;SUMBER JAYA
74.05.08.2029;LANOWULU
74.05.09.2001;ANDOOLO
74.05.09.2002;ALANGGA
74.05.09.2003;ANDOOLO UTAMA
74.05.09.2004;ALENGGE  AGUNG
74.05.09.2005;ANGGOKOTI
74.05.09.2006;ANESE
74.05.09.2007;ASEMBU MULYA
74.05.09.2008;AWALO
74.05.09.2009;ADAKA JAYA
74.05.09.2010;BUMI RAYA
74.05.09.2011;BEKENGGASU
74.05.09.2012;BUKE
74.05.09.2013;BIMA MAROA
74.05.09.2014;LALOBOA
74.05.09.2015;LALONGGOMBU
74.05.09.2016;LAPOA INDAH
74.05.09.2017;MATAIWOI
74.05.09.2018;POTORO
74.05.09.2019;PELANDIA
74.05.09.2020;PUUDURIA
74.05.09.2021;PAPAWU
74.05.09.2022;RAHAMENDAA
74.05.09.2023;SILEA JAYA
74.05.09.2024;TIRTO MARTANI
74.05.09.2025;WATUMOKALA
74.05.09.2026;WUNDUWATU
74.05.09.2027;WAWOBENDE
74.05.09.2028;MATEUPE
74.05.09.2029;TETENGGOLASA
74.05.10.2001;PEWUTAA
74.05.10.2002;AOPA
74.05.10.2003;MOTAHA
91.07.01.2040;URWAMBEY
91.07.01.2041;WASUAMI
91.07.01.2042;MARUNI
91.07.01.2043;ACEMO
91.07.01.2044;MASIEPI
91.07.01.2045;ANGGRESI
91.07.01.2046;WASAI
91.07.01.2047;UDOPI
91.07.01.2048;MEIFEKENI
91.07.01.2049;MEIFOWOSKA
91.07.01.2050;MEIMERSA
91.07.01.2051;MEINYUNFOKA
91.07.01.2052;MEJUGIJI
91.07.01.2053;I B A
91.07.01.2054;MENYUMBRU
91.07.01.2055;IMBEISIKA
91.07.01.2056;IMBOYSIKA
91.07.01.2057;FIGOUD
91.07.01.2058;MOFOUKEDA
91.07.01.2059;JIGJA
91.07.01.2060;TANAH RUBUH
91.07.01.2061;SAYRO
91.07.01.2062;SINGGIMEBA
91.07.01.2063;SARIBO
91.07.01.2064;MENAITOBO
91.07.01.2065;BIMEBA
91.07.01.2066;AYAMBORI
91.07.01.2067;BAKARO
91.07.01.2068;INODUAS
91.07.01.2069;WARIARI
91.07.01.2070;INDIBO
91.07.01.2071;UMNUM
91.07.01.2072;MAMBREMA
91.07.01.2073;AROWI
91.07.01.2074;KIPOUW
91.07.01.2075;DOPUUD
91.07.01.2076;MISAP MEYSI
91.07.01.2077;KATEBU
91.07.01.2078;WARKOMI
91.07.01.2079;BINIRAUW
91.07.01.2080;MEGEHANAWU
91.07.01.2081;L E B U
91.07.01.2082;MIRONI
91.07.01.2083;AYAMI
91.07.01.2084;M E B J I
91.07.01.2085;CABANGDUA
91.07.01.2086;SRAINDABEY
91.07.01.2087;NGINYBOU
91.07.01.2088;YONGGAM
91.07.01.2089;SUSWENI
91.07.01.2090;WAMIGTI
91.07.01.2091;MENYUMFOKU
91.07.01.2092;UNGKOP  II
91.07.01.2093;MISABUGOID
91.07.01.2094;MBATA
91.07.01.2095;NINGDIP
91.07.01.2096;NIMBIAUW
91.07.01.2097;WARMUMI
91.07.01.2098;DIHARA
74.05.10.2004;LAMOEN
74.05.10.2005;PUUSANGGULA
74.05.10.2006;PUAO
74.05.10.2007;SANDEY
74.05.10.2008;TETEASA
74.05.10.2009;SIMBANGU
74.05.10.2010;LAMOOSO
74.05.10.2011;LANDABARO
74.05.10.2012;PUUNGONI
74.05.10.2013;SANDARSI JAYA
74.05.10.2014;PUUROE
74.05.10.2015;LAMOERI
74.05.10.2016;KASEBO
74.05.10.2017;MATAIWOI
74.05.10.2018;ANGATA
74.05.10.2019;PUDAMBU
74.05.10.2020;MATABONDU
74.05.10.2021;LAMARA
74.05.10.2022;PUUOSU
74.05.10.2023;BENUA UTAMA
74.05.10.2024;HORODOPI
74.05.10.2025;BENUA
74.05.10.2026;PALOWEWU
74.05.10.2027;IWOIMENDORO
74.05.10.2028;EPEESI
74.05.10.2029;LERE
74.05.10.2030;LIPUMASAGENA
74.05.10.2031;LAMBANDIA
74.05.10.2032;PUNGGAWUKAWU
74.05.10.2033;POLO POLOLI
74.05.10.2034;BASALA
74.05.10.2035;TOMBEKUKU
74.05.11.1001;LANDONO
74.05.11.2002;KONDOANO
74.05.11.2003;WAWOBENDE
74.05.11.2004;PUNGGULAHI
74.05.11.2005;LAMOLORI
74.05.11.2006;ASARIA
74.05.11.2007;TOLUWONUA
74.05.11.2008;LALONGGAPU
74.05.11.2009;WATABENUA
74.05.11.2010;MULIASARI
74.05.11.2011;RAKAWUTA
74.05.11.2012;RANOAOPA
74.05.11.2013;WATU-WATU
74.05.11.2014;TRIDANA MULIA
74.05.11.2015;LANDONO  SATU
74.05.11.2016;AMOTOWO
74.05.11.2017;MOWILA
74.05.11.2018;LALOSINGI
74.05.11.2019;WUURA
74.05.11.2020;SABULAKOA
74.05.11.2021;KORONUA
74.05.11.2022;ABENGGI
74.05.11.2023;ARONGO
74.05.11.2024;ENDANGA
74.05.11.2025;PUDAHOA
74.05.11.2026;MONAPA
74.05.11.2027;PUUWEHUKO
91.07.01.2099;WARUNI
91.07.02.2001;KAPRUS
91.07.02.2002;SENEBUAY
91.07.02.2003;YEMBEKIRI
91.07.02.2004;DEMBEK
91.07.02.2005;RANSIKI
91.07.02.2006;NUHUWEI
91.07.02.2007;YAMBOI
91.07.02.2008;SESUM
91.07.02.2009;YOMAKAN
91.07.02.2010;YARMATUM
91.07.02.2011;GAYA BARU
91.07.02.2012;YEKWANDI
91.07.02.2013;TOBOO
91.07.02.2014;SABRI
91.07.02.2015;BAHAMA
91.07.02.2016;NENEY
91.07.02.2017;S I W I
91.07.02.2018;REYOB
91.07.02.2019;ISEREN
91.07.02.2020;ARYAWENMOHO
91.07.02.2021;ABRESSO
91.07.02.2022;HOYOU
91.07.02.2023;SUSMOROF 
91.07.02.2024;HAMAWI
91.07.02.2025;KOBREY
91.07.02.2026;D  I  S  I
91.07.02.2027;DEMINI
91.07.02.2028;SWER
91.07.02.2029;TRIDAGA BAMAHA
91.07.02.2030;NENEY PANTAI
91.07.02.2031;BENYES
91.07.02.2032;W A N A
91.07.02.2033;WAREN
91.07.03.2001;DINDEY
91.07.03.2002;INDISEY
91.07.03.2003;HINGK
91.07.03.2004;WARMARE
91.07.03.2005;NIMBAY
91.07.03.2006;M E N I Y
91.07.03.2007;TANAH MERAH
91.07.03.2008;U M C E N
91.07.03.2009;S U B S A Y
91.07.03.2010;MADRAT
91.07.03.2011;SENAIBOY
91.07.03.2012;QUINTUI
91.07.03.2013;NGUNGGUEN
91.07.03.2014;CENING
91.07.03.2015;DUWIN UMSINI
91.07.03.2016;IBUWAU
91.07.03.2017;IBOISRATI
91.07.04.2001;BONDOPI
91.07.04.2002;SAUKOREM
91.07.04.2003;ARFU
91.07.04.2004;MANGGANEK
91.07.04.2005;BAWEY
91.07.04.2006;S A S U I
91.07.04.2007;WEFIANI
91.07.04.2008;WASNEPABRI
74.05.11.2028;WONUAKOA
74.05.11.2029;TETENGGABO
74.05.11.2030;TALUMBINGA
74.05.11.2031;RANOMBAYASA
